"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","m08","check_7","b01","b02r","b03","b04","b05r","b06","b07r","b08","b09","b10","b11","b12r","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-12 09:02:41","2019-02-12 09:07:13","0","cd566b781ae2c18f","100","271","1","2019-02-12 09:07:14","R_1dFc2c1274SGoJN","","","","",40.42,-3.68,"anonymous","EN","1","37","3","3","1","3","2.5","1","2.5","2.5","6","1","1","2.5","6","1","6","1","16","6","1","2.5","6","1","1","1","2.5","1","2.5","6","2.5","2.5","1","30","6","6","2.5","1","3.228","33.114","34.284","33","4","7","5","4","5","5","2","2","2","4","5","3","3","5","5","2","7","7","7","3","6","5","3","7","2","6","6","2","5","1","3X4MXAO0BGO2ZGVQHN0YXYLELAXRWP","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","f7635cbf804403eb","10","1.40"
"2019-02-12 09:03:36","2019-02-12 09:07:21","0","14157c56c7e668d4","100","224","1","2019-02-12 09:07:22","R_cTiEd2k6FEQnyNP","","","","",38.35,-87.57,"anonymous","EN","0","27","2","5","1","2","1","1","6","6","2.5","1","1","2.5","1","1","6","1","1","2.5","1","2.5","1","1","2.5","1","2.5","1","1","1","1","2.5","1","30","1","1","1","1","3.672","21.886","22.388","28","3","6","5","5","4","4","2","3","2","3","5","3","4","5","4","2","2","7","6","2","6","1","6","3","3","6","6","5","3","3","3GM6G9ZBKNXJAJE4HAZ6OFK5BTGMT6","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","9d6ce043103e0020","10","1.40"
"2019-02-12 09:02:12","2019-02-12 09:07:26","0","174149030b27aec2","100","313","1","2019-02-12 09:07:26","R_3pfCD5xucJrr6CP","","","","",40.1,-88.21,"anonymous","EN","1","42","4","5","1","1.5","6","1","6","1","2.5","2.5","2.5","6","1","1","6","1","2.5","6","1","6","6","1","2.5","2.5","1","2.5","1","2.5","1","6","1","30","2.5","1","1","1","3.855","33.56","35.365","26","4","5","5","4","6","5","2","3","2","3","3","5","5","2","4","3","4","7","3","5","3","3","2","5","6","6","6","3","6","2","3U0SRXB7CD5CCMMCPM9B1F8NSYTRNY","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","65b2fafa00db1ca2","10","1.40"
"2019-02-12 09:01:54","2019-02-12 09:07:37","0","13a1db9340c217b6","100","343","1","2019-02-12 09:07:37","R_2RV12yBQnMT9Lrt","","","","",38.95,-77.23,"anonymous","EN","1","38","6","3","3","2","30","2.5","16","30","6","6","6","6","16","6","6","6","6","16","16","16","2.5","16","6","6","6","6","6","6","16","30","6","30","16","6","6","6","2.053","93.766","96.427","18","3","3","7","5","5","3","2","6","2","5","6","5","5","5","5","2","2","7","3","2","2","3","1","3","3","2","3","2","2","3","3D3VGR7TA0F58IT273PWS1AHNH2R3I","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","7c552085db376100","10","1.40"
"2019-02-12 09:02:09","2019-02-12 09:07:49","0","0b31ca9471739470","100","340","1","2019-02-12 09:07:50","R_2Qlfp7UJDtk15KP","","","","",34.75,-92.29,"anonymous","EN","0","46","3","4","1","1","6","2.5","2.5","2.5","1","1","1","1","1","1","6","1","1","6","1","2.5","6","1","2.5","2.5","6","1","1","30","1","1","1","30","2.5","2.5","1","1","1.749","41.387","42.177","28","4","6","6","4","7","7","3","6","2","2","6","3","2","5","4","3","2","7","6","2","7","2","2","5","2","3","6","7","3","3","33C7UALJVLY3GA0RLQ5DDR0FZ5118P","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","7827e1c0be0adf13","10","1.40"
"2019-02-12 09:04:19","2019-02-12 09:08:18","0","d43a839caf0c039b","100","239","1","2019-02-12 09:08:19","R_1IBnF5QhkCmVfq0","","","","",40.78,-96.64,"anonymous","EN","1","22","3","5","0.25","1.5","16","2.5","2.5","2.5","6","1","1","16","1","1","6","1","1","2.5","1","2.5","16","1","1","1","1","1","2.5","1","1","1","1","30","1","1","1","1","1.932","31.003","32.65","27","5","6","6","6","6","6","6","6","2","2","2","2","6","2","2","2","2","7","2","2","6","6","2","6","2","6","6","2","6","2","3M68NM076H7451GKQ5NUZ4M1X84R6O","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","02fe7cf268431921","10","1.40"
"2019-02-12 09:02:44","2019-02-12 09:08:27","0","21d9fb5574834949","100","342","1","2019-02-12 09:08:27","R_3nIRmkX300XjQUG","","","","",39.06,-84.34,"anonymous","EN","0","38","5","5","0.25","3","6","6","1","1","1","1","2.5","6","6","1","6","1","2.5","16","1","6","16","1","2.5","1","1","1","1","1","1","1","1","30","2.5","1","1","1","2.661","27.504","28.681","41","4","5","5","5","5","6","5","5","2","6","6","5","6","7","6","5","2","7","6","2","6","3","5","3","3","3","7","5","2","5","38BQUHLA9W03XR9WLTD7U5EICLZMOK","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","66d62c2ec699775b","10","1.40"
"2019-02-12 09:04:39","2019-02-12 09:08:30","0","8f762f66aa51b474","100","231","1","2019-02-12 09:08:31","R_3gSl20tSd5wvJTO","","","","",33.95,-83.99,"anonymous","EN","1","56","4","1","1.5","5","30","30","30","6","2.5","1","1","30","1","6","6","1","1","6","6","6","6","1","1","1","30","1","1","16","6","6","1","30","16","30","1","1","2.153","29.985","30.91","26","3","7","7","7","7","7","3","7","2","4","7","2","7","7","7","7","2","7","7","7","1","1","1","3","5","6","5","2","2","7","3X87C8JFV6B9GYZHK31XVJ8OJBZQS8","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","b1e0ed56805f126a","10","1.40"
"2019-02-12 09:02:22","2019-02-12 09:08:32","0","b5f558924079cd4f","100","370","1","2019-02-12 09:08:32","R_2D8i8Ueb0q5yktY","","","","",33.94,-83.96,"anonymous","EN","1","39","4","6","1.5","2","6","6","6","1","6","1","1","1","1","1","6","1","1","16","6","16","6","1","16","1","1","1","1","1","1","30","1","30","1","1","1","1","3.089","27.953","28.828","26","2","1","4","4","5","6","3","7","2","2","5","5","5","5","3","6","7","7","7","1","7","3","2","6","1","5","7","7","5","2","3B1NLC6UGZWLQHPBPQSR60ZBQ4JPGW","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","d0055f1c3386dd76","10","1.40"
"2019-02-12 09:04:36","2019-02-12 09:08:39","0","dbad9bdd9891dc49","100","242","1","2019-02-12 09:08:40","R_111IJLSFZRCihzh","","","","",35.74,-95.34,"anonymous","EN","0","25","3","3","1","3","1","16","30","30","6","1","6","6","1","1","6","2.5","6","2.5","6","2.5","6","2.5","6","1","1","1","6","16","1","16","1","30","1","1","1","1","1.855","29.074","30.835","37","4","6","6","5","6","4","2","6","2","2","6","2","6","6","6","3","2","7","3","6","2","1","2","7","1","4","6","6","2","6","3AQF3RZ558I72BBBZAN0IF8IUKU6F9","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","3e983ff83f42cde0","10","1.40"
"2019-02-12 09:04:59","2019-02-12 09:08:47","0","0a984586d65ea79a","100","228","1","2019-02-12 09:08:48","R_114mOA46VeSmP1G","","","","",31.18,-85.01,"anonymous","EN","0","25","5","4","2.5","4","2.5","1","2.5","6","1","16","30","2.5","2.5","6","6","16","2.5","16","1","16","6","30","2.5","6","30","30","6","6","1","6","16","30","16","2.5","6","6","1.459","16.383","17.225","27","4","5","6","4","5","3","3","5","2","4","5","5","5","5","6","4","5","7","4","3","5","3","4","2","2","4","3","2","3","4","3L4PIM1GQTG6OLQQWOIMIV6UWIXYRV","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","0178140b4153e910","10","1.40"
"2019-02-12 09:03:13","2019-02-12 09:08:49","0","c23d90aa5154be49","100","335","1","2019-02-12 09:08:50","R_1mla5y4DDlILZ0S","","","","",39.47,-74.46,"anonymous","EN","0","21","4","4","0.25","0.25","1","2.5","1","1","2.5","1","1","1","1","1","6","1","1","1","1","1","1","1","2.5","1","1","1","1","1","1","1","1","30","1","1","1","1","5.381","46.269","48.071","27","4","5","6","4","5","5","1","2","2","3","4","2","5","2","1","1","5","7","2","6","2","1","4","5","4","5","3","1","2","3","3HFNH7HEMHE6QTQQP37G65PLV05GQE","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","c782b88818b3ad6c","10","1.40"
"2019-02-12 09:05:58","2019-02-12 09:08:50","0","1a02e1f827547351","100","172","1","2019-02-12 09:08:50","R_31vmhGe26eeNxQ7","","","","",39.21,-76.88,"anonymous","EN","1","24","4","6","5","4","30","1","30","1","16","16","1","16","1","1","6","30","1","1","1","1","1","1","1","1","1","1","2.5","1","1","16","1","30","30","30","2.5","1","0","0","24.363","0","6","7","7","6","6","7","4","6","2","6","6","3","2","6","2","7","2","7","7","1","7","7","1","7","2","6","7","7","6","1","3LS2AMNW5FQUI67ODMKOBEYNMMWOQ9","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","efec523245508acd","10","1.40"
"2019-02-12 09:02:20","2019-02-12 09:08:53","0","7620708a1fc747c4","100","392","1","2019-02-12 09:08:53","R_b6ZnnUe3scUGv2V","","","","",37,-91.94,"anonymous","EN","1","31","2","5","1","2","2.5","1","1","1","1","1","1","1","1","1","6","1","1","16","1","2.5","2.5","1","1","2.5","1","1","1","2.5","1","2.5","1","30","1","1","1","1","1.774","35.668","36.401","27","3","6","5","5","5","3","3","6","2","2","5","2","5","5","5","2","3","7","5","5","3","3","3","3","3","2","3","3","3","5","3D4CH1LGEAT0YU9481WUKAZWL029GM","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","c0548034ce167c81","10","1.40"
"2019-02-12 09:03:33","2019-02-12 09:08:54","0","5d4c3d8f3e932c30","100","320","1","2019-02-12 09:08:54","R_UT2oWbitp2eYf2F","","","","",37.75,-97.82,"anonymous","EN","0","28","6","2","3","2","6","1","1","6","6","16","30","16","1","16","6","30","16","6","6","16","16","30","1","16","2.5","16","1","30","16","1","2.5","30","30","16","16","30","7.26","31.07","31.763","28","5","5","6","5","6","2","2","6","2","6","5","5","7","6","6","2","2","7","3","2","3","2","2","2","2","3","2","2","2","3","3XUHV3NRVKYVX323PH1VTU6VE4W5HQ","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","0fb67b92901e6275","10","1.40"
"2019-02-12 09:02:00","2019-02-12 09:09:01","0","a49f6f8c482ddafa","100","420","1","2019-02-12 09:09:01","R_2SkNI2bXADhFF45","","","","",39.67,-104.93,"anonymous","EN","1","48","3","1","1","2","16","6","16","16","16","1","2.5","16","2.5","1","6","1","6","16","16","16","16","6","6","6","6","1","2.5","6","1","6","1","30","2.5","2.5","1","2.5","4.19","50.094","52.288","28","5","7","6","5","6","6","6","6","2","5","6","5","6","6","5","6","1","7","5","2","7","3","2","6","2","1","6","6","6","2","3WMOAN2SRBX45T3TY6EL2CXQD46VNV","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","08241493ca16d4fc","10","1.40"
"2019-02-12 09:04:31","2019-02-12 09:09:03","0","626cae58e50875ee","100","271","1","2019-02-12 09:09:03","R_2VpwUWtTtFoHdiJ","","","","",10.95,78.08,"anonymous","EN","0","31","4","2","3","5","6","16","16","6","16","6","6","6","6","6","16","1","2.5","1","1","6","16","1","2.5","2.5","16","6","6","16","2.5","1","16","2.5","6","16","2.5","6","41.695","60.967","61.956","31","4","6","5","5","7","2","3","6","6","5","5","5","6","6","4","3","2","4","2","3","2","3","2","3","3","2","3","2","3","3","3HVVDCPGTESJ403I0DNHIA7CK3UTY3","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","790110be04f9f12d","10","1.40"
"2019-02-12 09:02:16","2019-02-12 09:09:05","0","b72fb11c1530a0bc","100","408","1","2019-02-12 09:09:05","R_3HM5mowqil8pfgQ","","","","",44.88,-93.48,"anonymous","EN","0","39","4","6","2","4","16","2.5","2.5","16","6","6","16","16","2.5","6","6","2.5","6","2.5","6","2.5","16","1","2.5","2.5","16","1","6","16","2.5","6","2.5","30","2.5","16","1","1","5.664","43.308","46.133","26","3","7","5","5","5","7","6","5","2","6","7","6","6","7","6","7","6","7","7","1","7","3","2","3","2","1","7","7","3","3","30IQTZXKAK6TOMGHXFD5FLYYLM40XT","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","fc3c7422e59fbda0","10","1.40"
"2019-02-12 09:03:30","2019-02-12 09:09:10","0","6c8346651f4f715c","100","340","1","2019-02-12 09:09:11","R_3DnEfZzSLXpwJuG","","","","",41.88,-71.36,"anonymous","EN","1","23","5","3","2","3","2.5","6","2.5","6","16","2.5","16","16","6","6","2.5","2.5","1","16","16","2.5","6","30","16","6","1","1","1","1","2.5","2.5","16","30","1","6","6","1","0.67","14.25","15.074","31","5","4","4","5","4","5","4","4","2","4","5","5","5","4","4","3","4","7","5","4","3","4","5","4","3","4","5","4","3","4","3YWRV122CSZJP7RPNEFXOT5CA2YU8H","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","18322c4dcc637855","10","1.40"
"2019-02-12 09:02:15","2019-02-12 09:09:23","0","f6161dc3f6eb76c9","100","427","1","2019-02-12 09:09:23","R_2uKXF8rfwSiq3bi","","","","",40.8,-77.86,"anonymous","EN","0","28","4","6","0.25","4","16","2.5","1","1","6","6","1","1","1","1","6","1","6","16","6","1","16","1","6","1","1","1","2.5","1","1","1","1","30","1","1","1","1","2.493","35.802","47.316","29","3","6","5","4","4","3","3","3","2","6","6","6","6","7","7","6","4","7","6","1","7","5","1","5","2","3","7","6","4","3","3DPNQGW4LLFX4VEMFTRHRBBR5UL46J","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","d33435fd55faa234","10","1.40"
"2019-02-12 09:02:26","2019-02-12 09:09:26","0","a5bc9d4d6ebac313","100","420","1","2019-02-12 09:09:27","R_3hiGyjX9XwGLbBk","","","","",45.96,-91.28,"anonymous","EN","0","30","2","3","1.5","2","6","1","1","2.5","1","2.5","1","6","1","2.5","6","1","2.5","6","2.5","2.5","6","1","1","1","6","1","6","2.5","2.5","1","1","30","2.5","2.5","1","1","0","0","51.501","0","4","5","6","5","6","6","3","5","2","6","7","5","5","7","6","7","3","7","7","1","7","7","1","7","1","3","6","6","7","2","3NJM2BJS4W689596N4W8G9EWSCRPCM","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","f8323aa4d6e2c0b2","10","1.40"
"2019-02-12 09:01:55","2019-02-12 09:09:39","0","281ffbe4bc4c284a","100","464","1","2019-02-12 09:09:39","R_3ezvbLIMDihq62x","","","","",30.29,-97.76,"anonymous","EN","1","55","3","5","2","3","2.5","2.5","16","2.5","16","16","2.5","30","16","6","6","1","16","2.5","2.5","16","16","6","6","1","30","2.5","1","2.5","1","1","1","30","6","6","2.5","2.5","6.864","61.873","62.461","41","7","7","7","7","7","7","7","7","2","7","7","6","7","5","7","7","1","7","6","1","7","4","1","7","1","3","7","6","6","1","39PAAFCODM02068DV20XBB3I2MSVTW","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","74294258553915ae","10","1.40"
"2019-02-12 09:02:16","2019-02-12 09:09:44","0","df7c40450b2b153a","100","447","1","2019-02-12 09:09:44","R_2wztGoOlO3YEKm7","","","","",37.34,-6.06,"anonymous","EN","1","30","5","5","0.5","0.5","6","1","2.5","1","1","1","1","6","2.5","16","6","1","1","1","2.5","6","16","2.5","2.5","2.5","2.5","1","1","2.5","1","16","1","30","1","1","1","1","3.051","39.052","42.848","26","5","6","5","6","6","2","3","6","2","4","3","5","4","4","4","3","5","7","6","2","5","3","2","4","3","3","3","3","4","4","3MTMREQS4VIA0Z99FCEC28W4L69WAM","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","636621c3316e4edb","10","1.40"
"2019-02-12 09:01:53","2019-02-12 09:10:05","0","00e9de0613d38943","100","491","1","2019-02-12 09:10:05","R_2WCpRfZvaA162Uy","","","","",28.21,-80.68,"anonymous","EN","1","46","4","3","1.5","2","6","1","2.5","1","2.5","2.5","1","6","2.5","1","6","6","1","6","6","6","6","2.5","1","2.5","30","1","1","2.5","1","6","1","30","2.5","1","1","1","3.459","34.628","35.32","26","2","5","6","5","6","6","1","1","2","6","4","3","6","7","6","6","4","7","7","1","7","3","5","6","2","6","6","3","5","1","39KFRKBFINV3R8YA4W1IO01PLVDOYC","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","788b4c32ebf06404","10","1.40"
"2019-02-12 09:02:28","2019-02-12 09:10:12","0","594ca7b09b6affa9","100","463","1","2019-02-12 09:10:12","R_30pHqLnsD2B8zcm","","","","",37.46,-77.4,"anonymous","EN","0","30","4","4","0.5","1.5","6","2.5","2.5","2.5","6","1","1","1","1","1","6","1","2.5","2.5","1","6","6","2.5","1","1","2.5","1","2.5","1","1","2.5","1","30","2.5","1","1","1","41.229","71.129","72.189","28","5","7","6","4","6","7","2","2","2","5","6","6","5","5","5","2","5","7","5","2","6","2","1","6","2","7","6","5","6","2","3570Y55XZPJFZVHCGDOAJRSNU9MYGZ","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","4dbf7c9ee6cc3b90","10","1.40"
"2019-02-12 09:03:20","2019-02-12 09:10:29","0","a85f258fdcc2d318","100","429","1","2019-02-12 09:10:29","R_1mfoEKNd19vfFre","","","","",38.33,-82.95,"anonymous","EN","1","29","1","1","0.5","0.5","2.5","2.5","2.5","1","1","1","1","6","1","1","6","1","2.5","6","1","1","2.5","1","1","1","2.5","1","1","1","1","1","1","30","1","1","1","1","3.09","32.829","41.365","26","6","5","6","5","4","5","2","6","2","6","6","5","5","5","4","3","2","7","5","4","5","5","1","6","2","5","4","3","6","2","3JCG6DTRV3QX3IK4SZCS0JTN1NEQQJ","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","7da782cdc2bb8b4f","10","1.40"
"2019-02-12 09:06:56","2019-02-12 09:10:33","0","85bfb4101c145eb9","100","216","1","2019-02-12 09:10:33","R_1IpfV5pqLD5jAtt","","","","",40.38,-79.97,"anonymous","EN","1","26","4","1","0.25","0.25","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","2.5","2.5","1","1","2.5","1","1","1","30","1","1","1","1","2.877","30.124","32.683","14","4","5","4","5","4","6","4","5","2","2","2","2","4","2","2","1","7","7","5","5","5","4","6","6","2","5","6","4","6","2","3TK8OJTYM1L48EF6ELRD612LDJ7VPR","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","a0e7e7e9e307be51","10","1.40"
"2019-02-12 09:02:10","2019-02-12 09:10:48","0","8e778aea099a13a3","100","518","1","2019-02-12 09:10:48","R_3PbLhVPDtQvWHDw","","","","",36.8,-76.18,"anonymous","EN","0","32","3","5","0.5","1","1","1","1","1","2.5","1","1","2.5","1","1","6","1","1","2.5","1","1","6","1","1","2.5","2.5","1","2.5","2.5","1","2.5","1","30","2.5","1","1","1","1.707","25.369","25.946","42","3","5","5","2","5","5","3","2","2","3","5","3","2","5","3","3","5","7","6","5","3","6","3","6","2","6","6","3","6","3","3NQL1CS15R8YHS7758NWJSVXHOAYVO","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","acdd2e59ec119e01","10","1.40"
"2019-02-12 09:06:18","2019-02-12 09:10:54","0","46c87e17c3ac0201","100","276","1","2019-02-12 09:10:55","R_tWMuDBvOoYyLDHP","","","","",34.06,-118.28,"anonymous","EN","1","39","2","2","0.25","0.25","1","2.5","1","1","1","1","1","1","1","1","6","1","1","1","1","1","6","1","6","1","2.5","1","1","1","1","1","1","30","1","1","1","1","1.176","26.537","27.826","32","5","5","4","5","3","4","2","3","2","5","4","2","5","5","5","1","3","7","3","1","3","2","4","7","2","7","6","1","4","1","3VBEN272MKZI3953H7WL154MDOQGS3","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","616f465ae32a591a","10","1.40"
"2019-02-12 09:04:54","2019-02-12 09:10:56","0","dc03a2b5c1ca1591","100","362","1","2019-02-12 09:10:56","R_3qGSTp0zgcRea9H","","","","",38.21,-84.56,"anonymous","EN","0","35","4","4","2.5","2","6","1","2.5","2.5","6","2.5","6","6","1","2.5","6","2.5","6","6","6","16","16","6","2.5","6","6","2.5","6","6","1","16","1","30","16","2.5","6","6","7.161","40.708","41.94","27","5","4","7","4","6","5","5","6","2","4","7","5","7","5","5","6","2","7","6","3","4","5","2","6","2","6","6","5","5","3","39ZSFO5CA8W89ON8EICODJEQQDSUJ1","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","4dde5a376b905ffc","10","1.40"
"2019-02-12 09:03:32","2019-02-12 09:11:03","0","3e8dc4fd52ab0cfa","100","451","1","2019-02-12 09:11:04","R_2ts9a3rsQneAiWn","","","","",42.08,-88.52,"anonymous","EN","1","71","2","3","2.5","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","30","2.5","2.5","2.5","1","24.583","115.002","118.426","33","5","1","5","5","5","3","3","5","2","5","5","6","6","5","5","3","3","5","3","3","3","2","3","2","3","3","3","2","3","2","3IGI0VL647K9F9UWXUS77K3IHB9ONM","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","184354bcb0f54f7d","10","1.40"
"2019-02-12 09:02:21","2019-02-12 09:11:08","0","9d5a832b790cb8ff","100","526","1","2019-02-12 09:11:08","R_cBcWx85lZtBJiNP","","","","",37.75,-97.82,"anonymous","EN","0","44","3","5","1","4","6","6","6","2.5","6","2.5","2.5","16","2.5","6","6","6","6","6","16","2.5","16","1","16","1","1","1","6","6","1","2.5","1","30","1","6","6","1","36.127","96.226","97.195","29","4","5","5","3","5","6","3","3","2","3","6","3","4","6","6","7","3","7","7","1","6","6","1","6","1","1","7","7","5","1","3SUWZRL0MYDFWXBF4Z3U0XNIIJF6ER","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","cc1a2e6a067f4a52","10","1.40"
"2019-02-12 09:06:04","2019-02-12 09:11:22","0","646e86333de03560","100","318","1","2019-02-12 09:11:23","R_ALPsQ48jfrZoSvn","","","","",36.21,-81.25,"anonymous","EN","0","45","3","2","2","2","2.5","1","2.5","1","6","1","2.5","2.5","1","1","6","1","2.5","6","1","6","6","1","16","2.5","6","1","2.5","2.5","1","1","1","30","2.5","2.5","1","1","3.834","40.721","41.876","26","5","6","6","5","5","5","5","6","2","6","6","3","5","5","5","5","1","7","6","3","6","6","2","5","3","2","6","6","6","3","3C44YUNSI1PIEXFKN0RJ0FWEDC3PDM","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","6b9b57a8fe4a4c50","10","1.40"
"2019-02-12 09:03:20","2019-02-12 09:11:25","0","d4dcf66a7ce7cab5","100","485","1","2019-02-12 09:11:26","R_2zGRkDLYHu0eIdn","","","","",33.43,-117.62,"anonymous","EN","1","29","2","4","2","3","2.5","1","6","1","16","6","6","6","6","1","6","1","30","16","6","2.5","16","1","1","1","30","1","6","30","1","30","1","30","1","1","1","1","1.748","29.812","31.223","30","4","5","5","4","4","4","4","3","2","4","4","5","3","4","4","5","3","7","6","3","6","6","3","6","2","3","6","5","3","3","3E7TUJ2EGCMXMAZD6BVMEPWZ88M9DC","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","5fd18c20cd62f85f","10","1.40"
"2019-02-12 09:04:27","2019-02-12 09:11:29","0","1bef64cacfa9a671","100","421","1","2019-02-12 09:11:29","R_1lAjY09s7L25Czv","","","","",31.84,-106.54,"anonymous","EN","0","60","4","2","2","3","2.5","6","1","1","6","2.5","1","2.5","2.5","2.5","6","16","16","1","2.5","2.5","16","2.5","1","1","30","2.5","6","16","1","2.5","6","30","2.5","30","2.5","2.5","2.291","52.567","55.916","16","4","6","5","6","5","3","2","3","2","5","6","4","3","5","5","6","6","7","6","2","7","5","2","7","4","3","7","5","6","1","34MAJL3QP4NY7CR4WRTJK8Z7V3J43D","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","0350f1851a5941f2","10","1.40"
"2019-02-12 09:03:48","2019-02-12 09:11:31","0","8efc75473791a2b6","100","463","1","2019-02-12 09:11:32","R_3CJyGbIYML7eHyH","","","","",40.83,-73.87,"anonymous","EN","1","29","2","1","1","2","6","1","6","1","2.5","1","1","16","1","1","6","1","2.5","16","1","6","16","1","6","6","6","1","1","1","1","1","1","30","1","1","1","1","2.639","32.492","67.712","15","4","6","6","6","6","4","3","3","2","5","6","5","5","6","4","6","2","7","6","2","6","4","3","4","1","1","6","6","5","1","3Z7VU45IPYHI061EUG5QQBXJYE7Z1R","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","e8bb3db0e1820f03","10","1.40"
"2019-02-12 09:07:01","2019-02-12 09:11:40","0","1e38800419dd1469","100","279","1","2019-02-12 09:11:41","R_1oAqvDlCpcKs3jv","","","","",40.21,-74.83,"anonymous","EN","1","31","3","5","0.5","2","6","1","6","6","2.5","1","2.5","2.5","1","1","6","1","2.5","6","1","6","6","1","1","2.5","2.5","1","2.5","1","1","16","1","30","2.5","2.5","1","1","2.512","33.416","34.436","27","2","4","5","4","5","5","4","3","2","4","5","4","5","3","4","4","4","7","4","2","6","3","3","3","3","3","4","2","2","4","3K3R2QNK8B3J3CAZS6LBOP0NU8GU96","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","b9193a4eba468479","10","1.40"
"2019-02-12 09:02:14","2019-02-12 09:11:43","0","778f6629661c7c91","100","568","1","2019-02-12 09:11:43","R_1oceMg6Zpawcaiz","","","","",42.58,-71.8,"anonymous","EN","0","38","6","5","0.25","2","1","1","1","1","1","1","1","16","1","1","6","6","16","16","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","1.597","21.666","22.535","28","5","5","6","5","6","6","4","7","2","5","5","6","2","4","4","1","6","7","4","7","3","3","4","3","4","6","6","2","4","2","3ZOTGHDK5IB6VMM15Q9T6EDO4AHOSY","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","0daef21216ef1eb3","10","1.40"
"2019-02-12 09:05:29","2019-02-12 09:11:45","0","33f89636c915cf5a","100","376","1","2019-02-12 09:11:45","R_2feLLoL40BegSIk","","","","",29.7,-82.4,"anonymous","EN","0","38","3","3","1","2","1","2.5","16","6","16","1","2.5","16","1","6","6","6","6","16","1","2.5","6","1","2.5","1","1","1","6","6","1","6","1","30","6","6","1","1","87.018","110.461","111.594","27","5","6","5","5","6","6","4","5","2","4","5","3","6","6","6","5","2","7","5","6","3","6","2","5","3","1","6","3","3","4","3M0BCWMB8VWFJ9E1LQE8XJGA3OUWBH","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","8877820466986523","10","1.40"
