"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:01:19","2019-02-26 09:06:26","0","fcc57c41ecea1018","100","307","1","2019-02-26 09:06:26","R_xtS94ff5l1tZwGJ","","","","",36.03,-79.86,"anonymous","EN","1","64","4","1","0.25","1","1","1","6","1","1","1","2.5","2.5","1","2.5","6","1","1","6","2.5","1","1","1","1","1","2.5","1","1","2.5","1","1","1","30","1","1","2.5","1","3.719","40.873","41.834","27","3","5","5","5","5","5","5","5","2","3","5","2","3","3","3","6","7","no","3DOCMVPBTNERXOUKWFSUSV3EU00NN5","3S4TINXCC0N4SG7542IWS580JUKBOS","9fe2e3936997f19c","8","1.10"
"2019-02-26 09:03:04","2019-02-26 09:06:27","0","8c93f7fb4cf9483a","100","202","1","2019-02-26 09:06:27","R_qUYBOAK5yH2VgSl","","","","",35.45,-94.33,"anonymous","EN","1","21","2","1","0.25","0.25","2.5","1","1","1","1","1","1","1","1","2.5","6","1","1","1","1","1","1","1","1","1","1","1","1","2.5","1","1","1","30","1","1","1","1","6.076","24.727","25.238","28","4","6","6","5","2","7","5","1","2","1","1","1","1","1","2","2","7","","3GA6AFUKOOOSJOFZBYD2EX8C370H3A","3S4TINXCC0N4SG7542IWS580JUKBOS","09f59fbdc24af384","8","1.10"
"2019-02-26 09:00:45","2019-02-26 09:06:30","0","64a872cab567ce96","100","344","1","2019-02-26 09:06:31","R_2a91M2aSNxLpf7G","","","","",36.13,-80.65,"anonymous","EN","1","31","3","5","1","5","1","1","1","6","16","16","6","16","6","1","6","6","6","6","1","6","6","1","6","1","1","1","30","6","1","1","1","30","1","1","1","1","24.6","30.128","40.561","5","4","4","7","4","6","6","4","5","2","7","7","7","7","7","7","7","7","","3II4UPYCOJ73E9GZND680KMPL7LQDD","3S4TINXCC0N4SG7542IWS580JUKBOS","bdce452658db5d6e","8","1.10"
"2019-02-26 09:01:14","2019-02-26 09:06:31","0","1e00649369c2c30f","100","316","1","2019-02-26 09:06:31","R_3Rg3H8ji2nSEleO","","","","",37.75,-97.82,"anonymous","EN","0","39","2","2","0.25","2","2.5","6","1","1","1","1","2.5","1","1","1","6","1","2.5","6","1","1","2.5","2.5","1","1","6","1","1","1","1","1","1","30","1","1","1","1","13.861","51.017","52.124","29","6","6","6","5","6","7","4","5","2","5","6","5","4","6","6","6","7","no","30MVJZJNHMDAPWZ5G7HXHNRDGREJ9Y","3S4TINXCC0N4SG7542IWS580JUKBOS","0cd2f4e9713c77f8","8","1.10"
"2019-02-26 09:01:15","2019-02-26 09:06:32","0","d1d1e2ad4219319b","100","316","1","2019-02-26 09:06:32","R_9LvWiBcm7fOxp8l","","","","",32.36,-88.66,"anonymous","EN","0","45","3","1","2","0.5","30","1","1","1","2.5","6","6","1","1","1","6","1","1","1","1","1","1","1","1","6","1","1","1","16","1","6","1","30","1","6","1","1","58.558","101.296","102.521","27","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","7","","3VP0C6EFSGWD8L3SLXRDD5SSUK1M6U","3S4TINXCC0N4SG7542IWS580JUKBOS","46e2f7731ba85f1f","8","1.10"
"2019-02-26 09:01:40","2019-02-26 09:06:33","0","3b523ffcbfbc5a2a","100","293","1","2019-02-26 09:06:34","R_C8hbsGRcW0EUUpP","","","","",39.95,-76.8,"anonymous","EN","0","32","4","5","1.5","4","2.5","2.5","1","1","6","16","2.5","2.5","1","1","6","1","1","30","2.5","2.5","16","1","1","1","2.5","1","30","2.5","1","1","1","30","16","6","1","1","2.481","31.898","33.893","26","3","3","5","3","4","4","4","2","2","3","5","5","5","6","5","5","7","","30BXRYBRP4XPAMHNLIO4JUJ910VWHW","3S4TINXCC0N4SG7542IWS580JUKBOS","651f10f6d59e49dc","8","1.10"
"2019-02-26 09:03:52","2019-02-26 09:06:34","0","e03218d7de7c6b93","100","161","1","2019-02-26 09:06:34","R_25SGJzRqgLaON5K","","","","",32.8,-117.17,"anonymous","EN","0","31","3","2","0.25","1","2.5","1","1","6","6","1","1","1","1","1","6","1","6","1","1","1","2.5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.871","17.45","20.725","27","3","3","3","2","2","3","3","2","2","3","2","1","2","5","3","3","7","","33FOTY3KEML5SDQ422LIFDWZSVI1CU","3S4TINXCC0N4SG7542IWS580JUKBOS","fb47302dbd3a4436","8","1.10"
"2019-02-26 09:01:07","2019-02-26 09:06:34","0","5b00c2c180b036a7","100","326","1","2019-02-26 09:06:34","R_d5tIBHJXqxlzVPb","","","","",30.16,-92.03,"anonymous","EN","0","37","2","4","0.25","0.5","2.5","1","1","1","1","1","1","2.5","1","1","6","1","1","1","1","1","2.5","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","1.204","35.518","36.378","42","5","5","5","5","4","5","4","3","2","6","6","6","6","6","6","3","7","None","3SPJ0334213PQX7DOJ9DG4K4P0ZYJ2","3S4TINXCC0N4SG7542IWS580JUKBOS","42f55061fa619ca0","8","1.10"
"2019-02-26 09:03:24","2019-02-26 09:06:35","0","bc9b09b5a274e2ec","100","191","1","2019-02-26 09:06:35","R_3p5823lcKDIQKHQ","","","","",14.65,121.05,"anonymous","EN","1","37","4","3","2","2.5","30","1","1","1","1","1","1","1","1","6","6","1","6","1","1","1","30","1","1","1","30","1","1","2.5","1","1","1","30","1","1","1","1","2.681","22.313","22.906","26","4","7","6","7","6","7","4","5","2","5","7","6","6","7","4","7","7","","3G5F9DBFOPXCVXHIV8J8XS0VURTVHL","3S4TINXCC0N4SG7542IWS580JUKBOS","593afe1b5b45578c","8","1.10"
"2019-02-26 09:01:04","2019-02-26 09:06:35","0","033ea724b7de3808","100","331","1","2019-02-26 09:06:35","R_1Q63kb1hkZDXbmK","","","","",40.11,-75.28,"anonymous","EN","0","50","6","1","1","1","2.5","2.5","1","1","2.5","1","1","1","1","1","6","1","1","2.5","1","2.5","6","1","1","2.5","2.5","1","2.5","1","1","2.5","1","30","1","1","1","1","3.369","33.68","34.856","26","2","2","6","6","6","2","2","4","2","5","5","6","5","6","2","2","7","","32Z9ZLUT1LKH5D8LUWXU206NYYWOHC","3S4TINXCC0N4SG7542IWS580JUKBOS","0febde3cdde587d5","8","1.10"
"2019-02-26 09:01:44","2019-02-26 09:06:38","0","f024b449f0e18ba6","100","294","1","2019-02-26 09:06:39","R_3ml4c6wMAtxQwU4","","","","",41.1,-104.91,"anonymous","EN","1","32","5","2","2.5","2","16","6","1","2.5","2.5","6","1","6","1","2.5","6","1","6","2.5","6","1","6","2.5","1","1","2.5","6","16","1","6","6","16","30","6","6","16","2.5","8.847","45.298","46.457","28","5","4","3","4","4","4","4","5","2","5","3","5","4","5","4","4","7","goodone","3MMN5BL1WZ4EB2GA2VTF62G8KT03M6","3S4TINXCC0N4SG7542IWS580JUKBOS","b6b08aefef690878","8","1.10"
"2019-02-26 09:02:32","2019-02-26 09:06:41","0","87fe039035b2c6da","100","248","1","2019-02-26 09:06:41","R_1cTcT9C5KqGXRlU","","","","",40.73,-73.98,"anonymous","EN","1","29","4","4","4","2.5","6","6","6","2.5","16","16","16","6","6","16","6","6","6","6","6","2.5","2.5","6","6","16","6","6","6","2.5","6","6","16","30","6","6","6","6","3.427","38.453","39.405","26","5","4","6","5","6","3","4","5","2","5","5","6","6","4","4","2","7","good","3Z4XG4ZF48RB6BLKSJQK804H7JBX8B","3S4TINXCC0N4SG7542IWS580JUKBOS","cf911b0679cf55e5","8","1.10"
"2019-02-26 09:02:18","2019-02-26 09:06:46","0","fd8591e0fa1ad858","100","268","1","2019-02-26 09:06:47","R_2pR9UHNPFjWWp0T","","","","",47.73,-117.45,"anonymous","EN","1","34","4","5","1","2","2.5","1","2.5","1","1","1","1","1","1","1","6","1","1","2.5","1","2.5","2.5","1","1","1","1","1","2.5","1","1","2.5","1","30","1","1","1","1","2.266","31.419","32.034","32","4","5","5","4","3","7","3","3","2","3","5","5","6","6","4","4","7","","3X87C8JFV6B9GYZHK31XVJ8PMAVQS7","3S4TINXCC0N4SG7542IWS580JUKBOS","c946d6ec83d2a75a","8","1.10"
"2019-02-26 09:01:13","2019-02-26 09:06:48","0","c7856cc4b7196531","100","335","1","2019-02-26 09:06:49","R_2rI8CRhmHPmsGLj","","","","",35.03,-85.15,"anonymous","EN","1","34","6","5","5","5","2.5","1","2.5","1","16","2.5","2.5","2.5","2.5","1","6","1","6","2.5","2.5","16","1","1","2.5","1","1","2.5","1","1","2.5","1","2.5","30","2.5","6","1","16","4.096","78.915","86.209","32","6","7","7","6","7","2","1","7","2","7","7","6","7","6","6","2","7","GOOD","3JW0YLFXRTG77CCCGHA4KXTWGO8WWW","3S4TINXCC0N4SG7542IWS580JUKBOS","2dcb553098730a66","8","1.10"
"2019-02-26 09:01:10","2019-02-26 09:06:51","0","3372cfe4a2c585cc","100","340","1","2019-02-26 09:06:51","R_RxGMbRlhP7ecBc5","","","","",33.54,-82.14,"anonymous","EN","0","42","4","6","3","3","30","6","16","6","6","6","6","2.5","6","6","6","16","6","16","1","6","16","6","1","30","30","6","6","16","1","6","2.5","30","2.5","16","2.5","2.5","1.729","43.096","46.736","28","4","5","3","5","4","6","5","5","2","2","6","5","7","5","4","5","7","","3P1L2B7AD1PJR9RBLHCSUSZUFF5OLJ","3S4TINXCC0N4SG7542IWS580JUKBOS","00272948b5cb7571","8","1.10"
"2019-02-26 09:01:12","2019-02-26 09:06:52","0","dfd41a246278efc6","100","339","1","2019-02-26 09:06:53","R_1jIXiJj2mh9A4or","","","","",37.75,-97.82,"anonymous","EN","1","60","4","1","0.25","1","2.5","1","6","2.5","1","1","1","2.5","1","1","6","1","1","1","1","1","1","1","2.5","1","2.5","1","1","1","1","1","1","30","1","1","1","1","2.903","34.792","37.498","29","4","4","5","4","5","6","4","4","2","2","6","2","4","5","5","4","7","I'd rather have candy over vegetables, any day!","3EF8EXOTT1VS0RWACU242H9UIFR1J8","3S4TINXCC0N4SG7542IWS580JUKBOS","160c22fe129c0007","8","1.10"
"2019-02-26 09:00:52","2019-02-26 09:06:56","0","283524dde4937735","100","363","1","2019-02-26 09:06:56","R_0vcbk9cFduG0rOV","","","","",42.24,-83.58,"anonymous","EN","1","29","4","3","2","1.5","1","1","6","1","1","1","1","2.5","1","1","6","1","6","1","1","1","1","1","2.5","2.5","30","1","1","2.5","1","6","1","30","2.5","2.5","1","1","2.592","121.461","121.932","27","6","5","3","5","2","6","3","5","2","2","2","6","6","5","2","3","7","","3P4RDNWND5630XS8K1NAUGQGZH1JIH","3S4TINXCC0N4SG7542IWS580JUKBOS","9aa70bea18bdbfe0","8","1.10"
"2019-02-26 09:01:04","2019-02-26 09:06:56","0","d86251df72c9cbcc","100","352","1","2019-02-26 09:06:57","R_03pqm0M2kSHg9IB","","","","",36.67,-93.24,"anonymous","EN","1","40","2","3","0.5","1","16","1","6","2.5","1","1","1","1","1","1","6","2.5","1","16","2.5","1","1","1","1","2.5","6","1","1","2.5","1","2.5","1","30","2.5","2.5","2.5","2.5","2.383","39.289","40.715","28","3","6","3","6","3","3","3","5","2","3","3","4","3","5","5","2","7","","3D3VGR7TA0F58IT273PWS1AIQGZ3RU","3S4TINXCC0N4SG7542IWS580JUKBOS","0013adfa2c4fff4b","8","1.10"
"2019-02-26 09:00:42","2019-02-26 09:06:57","0","cf26e7919228a535","100","374","1","2019-02-26 09:06:57","R_1gSzziL7K2npGcd","","","","",37.43,-77.66,"anonymous","EN","1","34","3","1","0.25","2","2.5","1","6","6","1","1","1","1","1","1","6","1","1","1","1","1","16","1","1","1","1","1","1","1","1","2.5","1","30","1","1","1","1","2.28","24.678","25.307","27","2","5","4","5","2","7","1","4","2","2","5","1","6","6","2","2","7","I have IBS and haven't been able to eat most fruit and vegetables without getting sick.","336KAV9KYQSPK195HY3LHNYNNPDY2F","3S4TINXCC0N4SG7542IWS580JUKBOS","ff783306eebeb237","8","1.10"
"2019-02-26 09:04:11","2019-02-26 09:07:04","0","e178ac6f8e3b85d0","100","173","1","2019-02-26 09:07:05","R_3ReGwn1Siw7cV6K","","","","",40.39,-74.17,"anonymous","EN","0","44","5","1","3","3","1","2.5","2.5","1","2.5","1","1","1","6","16","1","2.5","1","2.5","2.5","6","2.5","16","6","1","2.5","2.5","1","1","2.5","16","16","2.5","6","16","6","30","2.151","42.063","43.126","42","7","7","5","7","5","2","2","6","5","6","5","5","6","5","5","2","6","","3T3IWE1XG6NAVYCW936N5O4BOT9QTW","3S4TINXCC0N4SG7542IWS580JUKBOS","e46cf8df07c3bb53","8","1.10"
"2019-02-26 09:01:49","2019-02-26 09:07:06","0","38e7a0f694031e4c","100","317","1","2019-02-26 09:07:06","R_3jES7oYfFXd1rAl","","","","",32.81,-96.87,"anonymous","EN","0","35","4","4","5","4","6","2.5","2.5","2.5","2.5","6","16","2.5","16","16","16","16","30","6","16","6","6","16","6","16","16","2.5","6","6","16","16","16","2.5","2.5","6","6","16","4.784","42.644","44.733","30","6","5","6","7","6","2","3","6","2","5","6","6","6","5","6","3","7","good study","34PGFRQONOBL1SCD9IRPV7ZOESZWJ1","3S4TINXCC0N4SG7542IWS580JUKBOS","83bf137171ea7ccc","8","1.10"
"2019-02-26 09:01:22","2019-02-26 09:07:09","0","d6f3a3412e9e7f2c","100","347","1","2019-02-26 09:07:10","R_2CvJ2RM1l5zMYbM","","","","",37.5,-118.4,"anonymous","EN","1","27","2","2","1","0.5","2.5","1","1","1","1","1","1","6","1","1","6","1","1","16","1","1","1","1","1","1","1","1","1","1","1","2.5","1","30","6","1","1","1","11.403","27.25","29.038","4","3","2","3","2","3","3","2","2","2","2","2","3","3","2","3","2","7","

","3H0W84IWBK28IG9ZWN6SBSEFH5ORE8","3S4TINXCC0N4SG7542IWS580JUKBOS","d42c6b1c075ebefc","8","1.10"
"2019-02-26 09:01:15","2019-02-26 09:07:09","0","ac28e70e9efa9435","100","354","1","2019-02-26 09:07:10","R_31EgnNEL4rV3B6Q","","","","",20.94,-100.75,"anonymous","EN","1","47","6","1","2","1","6","1","2.5","1","1","1","1","2.5","1","2.5","6","1","2.5","6","2.5","6","6","1","6","1","6","2.5","6","16","1","6","1","30","6","6","1","1","2.623","36.85","38.416","26","4","4","6","5","5","3","3","5","2","5","6","5","5","5","5","3","7","","3VELCLL3GKJCVPAET4BJNJH2P8A1F5","3S4TINXCC0N4SG7542IWS580JUKBOS","2bb9fce84b8a5c1c","8","1.10"
"2019-02-26 09:01:01","2019-02-26 09:07:12","0","d18903660dc8a04e","100","370","1","2019-02-26 09:07:12","R_30xgQxUrNSP2ZkW","","","","",41.44,-73.68,"anonymous","EN","1","32","6","5","2","4","16","16","16","30","30","30","30","6","6","2.5","6","16","30","30","2.5","30","30","2.5","16","30","30","2.5","2.5","30","16","16","16","1","16","1","2.5","2.5","1.881","45.914","47.613","26","6","2","4","5","5","5","3","3","2","4","4","6","6","5","5","3","7","","3KGTPGBS6XL83SP07X6WE2SAR12U2D","3S4TINXCC0N4SG7542IWS580JUKBOS","4e84eab03f88644e","8","1.10"
"2019-02-26 09:00:49","2019-02-26 09:07:17","0","f60942e0ca90e0a4","100","387","1","2019-02-26 09:07:17","R_1nZ6zZGamE9iFKw","","","","",42.56,-114.47,"anonymous","EN","0","49","4","3","0.25","1","6","1","2.5","6","1","1","1","2.5","1","1","6","1","1","2.5","1","1","6","1","2.5","1","1","1","2.5","1","1","1","1","30","1","1","1","1","7.255","42.927","45.072","18","1","1","2","2","2","2","2","1","2","3","2","3","2","4","1","7","7","none, thanks","3ZDAD0O1T1DU4VD8VH1FZW04LWWXT0","3S4TINXCC0N4SG7542IWS580JUKBOS","a41c3b243718068d","8","1.10"
"2019-02-26 09:01:16","2019-02-26 09:07:20","0","3b3c87aa49e8a1d3","100","363","1","2019-02-26 09:07:20","R_WAngZE8wOvRcyKB","","","","",39.52,-87.13,"anonymous","EN","1","32","4","2","0.25","2.5","2.5","1","16","2.5","1","1","1","2.5","1","1","6","1","1","1","1","2.5","6","1","2.5","1","1","1","1","1","1","1","1","30","1","1","1","1","2.148","28.569","33.883","27","3","6","4","4","5","6","2","4","2","2","3","3","2","2","1","6","7","","3J4Q2Z4UTY32NFGQ48BYS8BASNRWQS","3S4TINXCC0N4SG7542IWS580JUKBOS","affa8320b095edf5","8","1.10"
"2019-02-26 09:01:16","2019-02-26 09:07:21","0","1d47911af7a74da0","100","364","1","2019-02-26 09:07:21","R_1OlxXo92GY4e6SG","","","","",31.58,-97.18,"anonymous","EN","0","31","4","4","1","3","2.5","1","2.5","1","6","2.5","2.5","6","1","1","6","1","6","16","1","2.5","30","1","2.5","2.5","6","1","6","16","6","16","1","30","16","6","6","1","14.399","47.856","49.821","26","5","6","6","4","2","6","2","5","2","2","7","5","6","6","2","6","7","","3MH9DQ757WCYIMX76CRLG6MB1K7UGW","3S4TINXCC0N4SG7542IWS580JUKBOS","5560cdafaa01a967","8","1.10"
"2019-02-26 09:01:03","2019-02-26 09:07:26","0","f4e469a25e7ff28c","100","383","1","2019-02-26 09:07:27","R_3m3lxYvwD7w1O3L","","","","",12.53,78.23,"anonymous","EN","0","42","4","4","1.5","2","6","6","6","6","6","2.5","2.5","2.5","6","6","6","6","6","1","1","1","16","1","1","6","6","1","1","2.5","1","2.5","6","30","1","1","1","1","1.72","37.21","37.916","30","5","5","5","5","5","3","3","5","2","5","5","5","5","5","5","3","7","","3ZGVPD4G6THJ9QDNWZP0WHGFTWUTZT","3S4TINXCC0N4SG7542IWS580JUKBOS","b45a81c2c0a5e0cd","8","1.10"
"2019-02-26 09:01:38","2019-02-26 09:07:27","0","97d0777f0dcf2a2d","100","349","1","2019-02-26 09:07:28","R_3dQZauqRAilmoNg","","","","",47.89,-122.2,"anonymous","EN","1","24","3","5","1.5","2","2.5","6","6","1","6","6","2.5","16","1","1","6","1","1","6","2.5","2.5","6","2.5","1","2.5","6","1","1","2.5","2.5","6","1","30","16","2.5","2.5","1","2.048","56.86","57.851","31","3","5","5","5","5","5","5","4","2","4","6","3","3","6","5","2","7","no","3GFK2QRXX9HDUTXSKGNVUXGJWR4W5F","3S4TINXCC0N4SG7542IWS580JUKBOS","7d291f0c8c7e6889","8","1.10"
"2019-02-26 09:02:30","2019-02-26 09:07:32","0","b20c6c0bd9ce9fb2","100","302","1","2019-02-26 09:07:33","R_DVqetf7nZ6K7QRj","","","","",39.9,-75.5,"anonymous","EN","0","47","1","4","1","1","2.5","6","1","1","6","6","1","1","1","1","6","1","1","6","1","6","6","2.5","2.5","1","6","1","1","6","1","1","1","30","2.5","1","1","1","4.248","39.156","39.759","42","5","4","4","5","3","5","3","4","2","4","4","3","5","4","3","3","7","No.","3VNL7UK1XFJD49MNVNVTTP0XHR0TF5","3S4TINXCC0N4SG7542IWS580JUKBOS","f537d1975533a236","8","1.10"
"2019-02-26 09:02:45","2019-02-26 09:07:37","0","2d0999906fd29d6e","100","291","1","2019-02-26 09:07:37","R_1itEHRpriZGV1Ht","","","","",39.02,-108.61,"anonymous","EN","1","45","3","1","2","2","2.5","1","1","1","1","1","2.5","2.5","1","1","6","1","1","6","1","2.5","1","1","2.5","1","16","2.5","6","6","1","1","1","30","2.5","16","1","1","2.036","34.291","37.051","13","4","6","6","5","6","5","3","5","2","5","7","6","6","5","6","6","6","","3U8YCDAGXPG9FPF5B1IDLD26RICQ0K","3S4TINXCC0N4SG7542IWS580JUKBOS","7bbcbd329e03f321","8","1.10"
"2019-02-26 09:03:34","2019-02-26 09:07:42","0","c978b22d1beb84b0","100","247","1","2019-02-26 09:07:42","R_2TKTv2FHbaA6dKW","","","","",37.75,-97.82,"anonymous","EN","1","25","4","2","2.5","2","16","6","1","1","1","1","2.5","30","6","6","6","1","16","2.5","1","16","30","1","1","6","16","1","2.5","16","6","16","16","30","6","6","1","1","6.655","34.86","35.681","27","7","7","6","5","7","2","1","7","2","7","6","4","7","7","7","2","7","","3WJEQKOXA82HZYT6IOPR9I6BSSX1AS","3S4TINXCC0N4SG7542IWS580JUKBOS","22dcc1cefbe6d7dc","8","1.10"
"2019-02-26 09:01:26","2019-02-26 09:07:45","0","f63a45c6dff55601","100","378","1","2019-02-26 09:07:45","R_2BxPu4XstrlInv5","","","","",40.27,-80.16,"anonymous","EN","1","67","4","1","0.5","0.5","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","4.383","46.97","48.379","26","3","5","3","3","3","2","2","3","2","2","2","2","2","2","3","2","7","no","3OB0CAO74HPTZRCN0J6S4R4PC8VYHX","3S4TINXCC0N4SG7542IWS580JUKBOS","87e261299314691a","8","1.10"
"2019-02-26 09:00:44","2019-02-26 09:07:49","0","f0a78580f2f431a4","100","425","1","2019-02-26 09:07:49","R_WvA7q4v6PoGKQeZ","","","","",47.73,-117.45,"anonymous","EN","0","31","6","4","3","2","1","1","2.5","1","1","1","1","2.5","1","2.5","6","16","1","16","6","1","1","1","1","16","16","6","1","16","6","6","2.5","30","2.5","2.5","1","2.5","14.267","46.024","48.362","37","5","3","5","6","5","4","3","3","2","5","4","5","5","3","3","2","7","","3AAPLD8UCCHXI5DTQDJTWACAX6DTH3","3S4TINXCC0N4SG7542IWS580JUKBOS","4f8c32246cb4009b","8","1.10"
"2019-02-26 09:03:18","2019-02-26 09:07:50","0","09697f46f1180023","100","271","1","2019-02-26 09:07:50","R_3G9vBcLTqj5aVqR","","","","",43.42,-83.97,"anonymous","EN","1","34","2","2","2","4","16","6","16","2.5","6","1","1","2.5","1","1","6","1","2.5","6","1","16","16","1","1","1","1","1","2.5","2.5","1","6","1","30","2.5","6","1","1","1.562","28.863","30.379","27","4","5","5","4","5","6","4","4","2","4","7","3","6","6","6","5","7","Thanks for the opportunity. Have a wonderful day.","3PW9OPU9PQKSUVY259WC30NDG4512L","3S4TINXCC0N4SG7542IWS580JUKBOS","a64798af89055d86","8","1.10"
"2019-02-26 09:01:30","2019-02-26 09:07:54","0","5d238828f941a629","100","384","1","2019-02-26 09:07:54","R_rd1Cua5g46lootH","","","","",30.44,-90.44,"anonymous","EN","0","57","6","3","1","3","16","2.5","1","2.5","2.5","1","2.5","2.5","2.5","1","6","1","1","16","1","1","6","1","2.5","2.5","6","1","1","16","1","1","1","30","1","1","2.5","1","2.662","35.944","37.575","26","6","5","5","5","6","6","6","3","2","5","7","2","6","6","6","3","7","It's funny that this study came up because a couple of days ago, I was talking to my husband about eating more fruit and veggies! ","39KFRKBFINV3R8YA4W1IO01QOU9YOL","3S4TINXCC0N4SG7542IWS580JUKBOS","71702122957f1cd0","8","1.10"
"2019-02-26 09:00:46","2019-02-26 09:07:55","0","a5af3b255f41f537","100","428","1","2019-02-26 09:07:55","R_RleQoW7mLq39vPz","","","","",40.24,-75.3,"anonymous","EN","0","70","5","3","1","2","16","1","16","2.5","1","1","1","1","1","1","6","1","6","6","6","16","16","1","1","6","6","1","1","1","1","1","2.5","30","2.5","1","2.5","2.5","4.894","56.376","58.634","26","2","4","4","4","5","4","3","4","2","5","6","5","5","6","4","5","7","no","373ERPL3YO8A7ZRWMIVNAEEGKFBTR0","3S4TINXCC0N4SG7542IWS580JUKBOS","5ec7dfc2d0759c3d","8","1.10"
"2019-02-26 09:00:53","2019-02-26 09:07:59","0","8467dc9e435bc09c","100","426","1","2019-02-26 09:07:59","R_3PjkWwKby236jZa","","","","",28.07,-82.56,"anonymous","EN","0","46","6","3","2.5","2","16","6","2.5","1","6","6","6","16","1","1","6","1","1","1","2.5","6","16","1","1","6","2.5","6","1","30","2.5","30","2.5","30","6","6","6","2.5","3.641","59.407","60.556","32","5","5","5","4","5","3","3","4","2","5","3","6","4","5","5","6","7","Why would anyone use better cooking technique to make vegetables tastier? They are tasty anyway. ","3JNQLM5FT4M5K226YJEVNFWREA9L2A","3S4TINXCC0N4SG7542IWS580JUKBOS","2a73e43f141d48d1","8","1.10"
"2019-02-26 09:00:36","2019-02-26 09:08:03","0","b930da11de77d47a","100","446","1","2019-02-26 09:08:03","R_2Yh5PhpBxd9eSGR","","","","",39.88,-84.33,"anonymous","EN","0","44","2","1","0.25","1","6","6","6","2.5","6","16","2.5","30","2.5","16","6","16","2.5","30","16","2.5","30","1","16","2.5","16","2.5","1","16","2.5","6","2.5","30","16","16","6","1","5.834","52.53","53.637","29","3","1","7","1","5","6","5","7","2","1","7","5","7","7","7","7","7","Thank you for your help and the work. ","3X31TUMD7XMYVHKAFFEHIWMMM4VL1T","3S4TINXCC0N4SG7542IWS580JUKBOS","cf4201dc9e1ed044","8","1.10"
"2019-02-26 09:01:18","2019-02-26 09:08:09","0","80d08ea2c93a9278","100","410","1","2019-02-26 09:08:09","R_wQQSaLq1u56rBZv","","","","",29.41,-98.46,"anonymous","EN","0","48","3","2","1.5","1","1","2.5","2.5","1","1","1","1","2.5","1","2.5","6","1","1","2.5","1","1","2.5","1","1","1","6","1","2.5","6","2.5","1","1","30","2.5","1","2.5","1","3.688","50.57","52.13","27","5","5","5","3","3","5","2","6","2","5","6","3","5","5","6","6","7","None, thanks.","3DH6GAKTYYPFQCCH65CZ4Y8U8YCYZN","3S4TINXCC0N4SG7542IWS580JUKBOS","d536815afbf6ea7e","8","1.10"
"2019-02-26 09:05:23","2019-02-26 09:08:15","0","8b5035b070b35edd","100","171","1","2019-02-26 09:08:15","R_20Ss8Rso3WHVvFa","","","","",39.68,-83.94,"anonymous","EN","0","28","6","4","0.5","1","6","2.5","2.5","1","2.5","1","1","6","1","2.5","6","1","2.5","2.5","1","1","1","1","1","1","6","1","1","16","2.5","2.5","1","30","6","6","1","1","2.017","32.263","34.272","13","5","5","5","3","5","4","3","4","2","4","5","3","5","3","5","2","7","","3KIBXJ1WD5U8739T0H0RFSMFQF0OKG","3S4TINXCC0N4SG7542IWS580JUKBOS","b90b37e39be8aae7","8","1.10"
"2019-02-26 09:01:05","2019-02-26 09:08:17","0","f9f4e40d546a10f6","100","431","1","2019-02-26 09:08:18","R_26lqi5ixFxhNllV","","","","",26.56,-82.02,"anonymous","EN","1","25","4","4","1","1","30","1","16","1","1","1","1","6","1","1","6","1","16","30","16","16","16","1","1","30","30","2.5","30","2.5","1","16","1","30","2.5","1","1","1","25.26","58.54","60.241","30","4","4","3","2","4","3","2","5","2","2","4","3","5","4","2","2","7","","3TVSS0C0E10FFV8ILC5TXDMXCUQWT6","3S4TINXCC0N4SG7542IWS580JUKBOS","51d8a3e708eb4de4","8","1.10"
